ProjectSize,Budget,NumberOfWorkers,WeatherConditions,MaterialAvailability,TargetCompletionDate,Delayed,ProjectManagerExperience,SubcontractorReliability,RegulatoryApprovalStatus,SiteAccessibility,DailyWorkHours,NumberOfSubcontractors,ResourceAvailability,ClientDemand,EconomicConditions,PreviousDelays
596919.0,1811270.0,95.0,Sunny,Medium,2023-02-14,0.0,15.0,Low,Pending,Good,11.0,1.0,,Medium,Unfavorable,4.0
940683.0,4008284.0,434.0,Cloudy,Medium,2025-02-15,0.0,6.0,Medium,Approved,Poor,9.0,6.0,Low,Medium,Favorable,4.0
713774.0,,369.0,Cloudy,Medium,2024-12-03,1.0,11.0,Medium,Pending,Good,10.0,2.0,Low,,Neutral,0.0
845697.0,2885956.0,280.0,Rainy,Medium,2024-02-24,0.0,1.0,Medium,Pending,Moderate,9.0,16.0,Low,High,Favorable,4.0
997594.0,4688339.0,194.0,Sunny,Low,2023-12-07,0.0,4.0,Low,Pending,Moderate,11.0,18.0,High,Medium,Unfavorable,4.0
602538.0,3146846.0,304.0,Cloudy,Low,2024-07-17,1.0,5.0,High,Rejected,Poor,6.0,11.0,Low,Low,Neutral,4.0
719455.0,3326913.0,177.0,Snowy,Medium,,1.0,12.0,High,Approved,Poor,6.0,16.0,Medium,Low,Favorable,4.0
410134.0,,130.0,Cloudy,Low,2024-02-19,0.0,11.0,,Pending,Moderate,6.0,4.0,Medium,Low,Neutral,3.0
559300.0,1861100.0,467.0,Cloudy,Medium,2023-02-07,0.0,13.0,Medium,Rejected,Poor,10.0,11.0,Low,Low,Unfavorable,
520391.0,,261.0,Sunny,High,2023-01-04,1.0,4.0,Low,Approved,,10.0,19.0,Low,Low,Neutral,2.0
888442.0,3938498.0,204.0,Sunny,High,2023-04-22,1.0,10.0,Medium,,Good,,17.0,Medium,High,Favorable,4.0
619332.0,1009022.0,338.0,Sunny,High,2025-03-15,0.0,7.0,Low,Rejected,Poor,10.0,19.0,High,Low,Neutral,4.0
319337.0,1016520.0,158.0,Sunny,Low,2025-07-30,1.0,5.0,Low,Rejected,Moderate,6.0,18.0,Medium,Low,Unfavorable,0.0
298151.0,,330.0,Snowy,Low,2024-08-02,0.0,6.0,High,Rejected,Good,,9.0,Medium,Medium,Favorable,3.0
467391.0,4509503.0,135.0,Cloudy,Medium,2025-08-28,0.0,10.0,High,Pending,Poor,11.0,2.0,Low,Medium,Neutral,3.0
601094.0,2730891.0,336.0,Snowy,Medium,2023-11-07,1.0,6.0,Low,Pending,Poor,8.0,7.0,Low,Medium,,0.0
209344.0,,368.0,,Medium,2025-01-08,0.0,8.0,Low,Pending,Moderate,9.0,,Medium,Medium,Favorable,2.0
987439.0,1034541.0,369.0,,,2025-02-07,0.0,1.0,Low,Rejected,Moderate,8.0,,Low,High,Unfavorable,4.0
,,341.0,Sunny,High,2025-09-08,0.0,8.0,High,Approved,Moderate,7.0,15.0,High,High,Unfavorable,
709314.0,2490499.0,363.0,,High,2024-09-17,0.0,1.0,Medium,Rejected,,8.0,1.0,Medium,,Neutral,3.0
102541.0,4853488.0,158.0,Cloudy,Medium,2023-08-16,0.0,16.0,Low,Pending,Moderate,8.0,9.0,Low,,Neutral,2.0
,,,Cloudy,Low,2023-02-10,1.0,5.0,,Pending,Good,11.0,11.0,High,Low,Favorable,2.0
129850.0,4281945.0,460.0,Sunny,Medium,2024-10-04,1.0,,High,Approved,Poor,7.0,5.0,High,Medium,Favorable,2.0
773287.0,652996.0,97.0,Sunny,Low,2025-09-27,0.0,12.0,Medium,Rejected,Moderate,8.0,14.0,Medium,High,Neutral,3.0
626713.0,4777212.0,422.0,Sunny,,2025-04-06,0.0,,High,Pending,Poor,6.0,8.0,Medium,Medium,Unfavorable,1.0
927258.0,3811122.0,52.0,Rainy,High,2024-03-21,0.0,,Low,,Poor,7.0,11.0,High,Low,Unfavorable,3.0
308093.0,937953.0,495.0,Snowy,High,2024-01-19,0.0,4.0,Low,Approved,Poor,8.0,,Medium,High,Unfavorable,
782856.0,4186036.0,215.0,Sunny,Medium,2023-02-15,0.0,,Low,Pending,Moderate,11.0,5.0,Medium,Medium,Favorable,
492724.0,4721024.0,221.0,Cloudy,Medium,2023-10-07,0.0,3.0,High,Rejected,Moderate,8.0,16.0,Low,,Unfavorable,2.0
641651.0,4609911.0,222.0,Snowy,High,2023-08-23,1.0,8.0,Low,Pending,Moderate,,5.0,Medium,,Neutral,2.0
690562.0,3934502.0,392.0,Snowy,,2025-02-16,0.0,17.0,Low,,Moderate,,19.0,Medium,High,Neutral,3.0
959522.0,4967682.0,,Cloudy,Low,,0.0,14.0,Medium,Rejected,Good,,1.0,Low,Medium,Unfavorable,1.0
141865.0,4162563.0,171.0,Cloudy,High,2023-11-06,1.0,16.0,Medium,Pending,Poor,11.0,2.0,High,,Favorable,1.0
802168.0,,,Rainy,High,2024-05-15,0.0,,High,Approved,Moderate,10.0,,High,,Unfavorable,4.0
786179.0,3851224.0,122.0,Rainy,Medium,2025-07-07,0.0,,Low,Rejected,Good,,1.0,Low,Low,Favorable,
,4291680.0,313.0,Sunny,Low,2023-06-07,1.0,16.0,Low,Rejected,,10.0,18.0,Medium,High,Unfavorable,
213553.0,520493.0,180.0,Cloudy,High,,0.0,6.0,High,Rejected,Good,6.0,2.0,High,Medium,Favorable,1.0
956189.0,4448277.0,116.0,Cloudy,Medium,2025-10-19,0.0,11.0,,Approved,Moderate,11.0,12.0,Medium,Medium,,2.0
952127.0,3254192.0,497.0,Cloudy,High,2024-08-08,1.0,11.0,,Pending,Poor,10.0,12.0,,Low,Unfavorable,2.0
572562.0,1030506.0,185.0,Sunny,High,,1.0,11.0,Low,Approved,,7.0,5.0,Medium,High,Unfavorable,2.0
815865.0,795479.0,252.0,Snowy,Medium,2024-08-03,0.0,15.0,Medium,Rejected,Good,7.0,7.0,Medium,High,Neutral,2.0
157132.0,1741842.0,223.0,Sunny,Low,2023-02-23,0.0,2.0,,Rejected,Poor,9.0,3.0,High,Low,,0.0
185629.0,4758373.0,420.0,Rainy,Medium,2024-11-05,0.0,19.0,High,Pending,Moderate,8.0,12.0,Low,High,Neutral,1.0
,2414443.0,378.0,Sunny,Medium,2025-07-14,0.0,19.0,High,Approved,Poor,10.0,9.0,Low,Low,Neutral,0.0
331837.0,3321169.0,423.0,Cloudy,Low,2024-07-14,1.0,17.0,Medium,Approved,Moderate,,5.0,Low,Low,Neutral,3.0
489251.0,4751417.0,321.0,Snowy,Medium,2025-10-27,0.0,12.0,Medium,Rejected,Poor,7.0,9.0,High,Medium,,3.0
493228.0,2100857.0,,Cloudy,Medium,,0.0,3.0,Medium,Approved,Moderate,9.0,11.0,,Medium,,2.0
541317.0,1839454.0,145.0,Cloudy,Low,2024-12-23,0.0,4.0,Medium,,Good,8.0,,Low,Low,Neutral,
582008.0,4342279.0,219.0,Cloudy,Low,2024-07-07,0.0,18.0,,Rejected,,6.0,13.0,,High,Favorable,0.0
373327.0,722737.0,468.0,Rainy,Low,2023-07-23,0.0,2.0,Medium,,Moderate,6.0,12.0,High,,Favorable,1.0
387524.0,2897401.0,376.0,Cloudy,High,2024-01-13,,12.0,High,Approved,Moderate,10.0,12.0,High,Medium,Unfavorable,4.0
603634.0,1923043.0,466.0,Cloudy,Low,2025-07-15,0.0,5.0,High,Rejected,,9.0,,Medium,,Neutral,1.0
341819.0,3317967.0,,Snowy,Medium,2025-05-02,1.0,6.0,Medium,Rejected,Poor,8.0,12.0,High,Medium,Neutral,4.0
118364.0,4887621.0,410.0,Snowy,Low,,0.0,8.0,Medium,,Moderate,8.0,2.0,,Low,Unfavorable,
496420.0,1443263.0,222.0,Cloudy,Low,2024-08-14,0.0,,High,Rejected,Poor,6.0,,Low,Medium,Favorable,0.0
931683.0,3255708.0,411.0,Cloudy,,2023-01-16,1.0,17.0,Medium,Approved,Moderate,11.0,15.0,,Medium,Neutral,0.0
625702.0,1787090.0,72.0,Sunny,Medium,2023-09-06,0.0,3.0,Low,Rejected,Poor,6.0,9.0,High,Medium,Unfavorable,3.0
235745.0,2866857.0,420.0,Rainy,High,2023-09-07,0.0,4.0,Low,,Good,8.0,,Low,High,,3.0
967913.0,3686779.0,86.0,Snowy,Low,,0.0,8.0,Low,Approved,Poor,,18.0,Medium,Medium,Neutral,4.0
903132.0,4419132.0,426.0,Rainy,Low,2023-03-17,1.0,,Medium,Rejected,,7.0,15.0,Low,High,,3.0
784323.0,4412878.0,311.0,Rainy,,2023-12-13,1.0,12.0,Low,,Moderate,11.0,18.0,Low,,Neutral,1.0
136684.0,4207398.0,478.0,Sunny,Medium,2024-10-23,0.0,17.0,High,Approved,Good,6.0,15.0,High,Medium,Unfavorable,4.0
208908.0,931528.0,279.0,Cloudy,Medium,2023-03-11,0.0,15.0,Low,Pending,Moderate,9.0,4.0,Low,Low,Neutral,4.0
822547.0,1834981.0,465.0,Snowy,,2023-04-13,1.0,4.0,,Rejected,Moderate,8.0,17.0,High,,Favorable,4.0
182307.0,2472555.0,155.0,Sunny,Medium,2024-06-12,0.0,6.0,Medium,Rejected,Poor,6.0,,,Low,Favorable,
758952.0,1672751.0,308.0,,Medium,2024-02-03,0.0,16.0,High,Rejected,Moderate,10.0,10.0,,Medium,Neutral,
877009.0,1426035.0,480.0,Sunny,Medium,2025-01-14,,2.0,Medium,Rejected,Moderate,10.0,14.0,Medium,Medium,Neutral,4.0
181230.0,3603001.0,196.0,Cloudy,,2023-12-01,0.0,4.0,Low,Pending,Good,,10.0,Low,Low,Unfavorable,1.0
907710.0,4979935.0,385.0,Snowy,,2024-10-09,0.0,10.0,Medium,Rejected,Good,6.0,1.0,Low,High,Neutral,0.0
110869.0,3287559.0,148.0,,High,2023-01-20,0.0,8.0,Low,Approved,,9.0,,Medium,High,Favorable,2.0
,1916539.0,493.0,,Medium,2025-05-21,1.0,6.0,Low,Pending,Moderate,8.0,,Medium,Medium,Neutral,4.0
801385.0,4793457.0,235.0,Sunny,Medium,2025-03-02,0.0,18.0,Low,Pending,Good,10.0,12.0,Medium,Low,Unfavorable,0.0
228795.0,3585372.0,161.0,Sunny,High,2024-08-23,1.0,10.0,Low,Approved,Poor,7.0,6.0,,High,,1.0
102053.0,3782059.0,198.0,Snowy,Medium,2025-11-26,0.0,9.0,,Approved,Moderate,,9.0,,Medium,Favorable,1.0
816546.0,4281244.0,164.0,Rainy,Low,2023-01-07,0.0,12.0,Medium,Pending,Poor,6.0,7.0,Medium,Low,Unfavorable,1.0
742203.0,2731054.0,390.0,Sunny,Low,2024-03-03,0.0,17.0,High,Pending,Poor,8.0,9.0,Low,High,Unfavorable,4.0
938513.0,1144957.0,,Rainy,Low,2023-05-09,0.0,10.0,High,Approved,Poor,10.0,1.0,Medium,High,Favorable,3.0
421642.0,3021178.0,200.0,Sunny,Low,2023-06-24,0.0,17.0,Low,Approved,Poor,10.0,3.0,Low,Low,Unfavorable,2.0
966636.0,1601948.0,307.0,Rainy,High,2024-11-02,1.0,16.0,Medium,Rejected,Moderate,8.0,16.0,Low,High,Neutral,4.0
440364.0,3996126.0,,Snowy,High,2023-04-16,1.0,,Medium,Rejected,Poor,8.0,10.0,Low,Low,Neutral,4.0
224980.0,4557192.0,,Snowy,,2025-03-01,0.0,6.0,Medium,Approved,Good,7.0,,,Medium,Favorable,2.0
148232.0,4718950.0,93.0,Cloudy,Low,2023-06-29,0.0,17.0,Low,Approved,Moderate,9.0,4.0,High,Medium,Favorable,0.0
545127.0,1436877.0,209.0,Sunny,High,,1.0,4.0,Medium,Approved,Moderate,7.0,13.0,High,Medium,Unfavorable,1.0
,2994961.0,210.0,Cloudy,High,2025-05-24,0.0,18.0,High,Rejected,Moderate,6.0,13.0,High,Medium,Favorable,1.0
852047.0,,,Sunny,,2023-02-14,0.0,18.0,Medium,Pending,,11.0,4.0,Medium,Low,Unfavorable,0.0
952031.0,1431953.0,169.0,Sunny,High,2025-12-23,1.0,18.0,High,Approved,Moderate,6.0,4.0,High,Medium,Unfavorable,
,1190023.0,,Snowy,Medium,2025-07-01,0.0,16.0,High,Pending,,6.0,,Medium,,Neutral,4.0
862734.0,4938567.0,116.0,Sunny,Medium,2023-06-11,,8.0,Medium,Pending,Good,9.0,6.0,Medium,Low,Neutral,4.0
307669.0,4004406.0,206.0,Rainy,High,2023-07-16,0.0,7.0,High,Approved,Moderate,6.0,5.0,High,Medium,Unfavorable,2.0
157115.0,4477720.0,415.0,Snowy,Medium,2024-05-14,0.0,1.0,,Rejected,Poor,8.0,13.0,High,Medium,Neutral,0.0
669259.0,3254519.0,65.0,Cloudy,Medium,2025-08-02,1.0,1.0,Medium,Pending,Good,10.0,2.0,Medium,Low,Unfavorable,4.0
636063.0,3668115.0,361.0,Rainy,High,,0.0,16.0,,,Good,6.0,,Low,Medium,Neutral,2.0
217174.0,2811567.0,499.0,Sunny,Medium,,0.0,1.0,,Pending,Poor,8.0,8.0,Low,,Unfavorable,
386136.0,768528.0,124.0,Cloudy,Medium,2025-08-07,1.0,12.0,Low,Approved,Poor,6.0,10.0,Medium,High,Neutral,0.0
304099.0,4762324.0,210.0,Sunny,Medium,2025-03-30,0.0,1.0,Medium,Approved,Moderate,6.0,19.0,High,Medium,Neutral,1.0
774815.0,3855214.0,263.0,Rainy,Low,,0.0,15.0,Low,Rejected,Good,7.0,6.0,,Low,,
373955.0,666587.0,206.0,Snowy,Low,2023-06-16,0.0,,Low,Rejected,Moderate,8.0,11.0,Medium,,Neutral,2.0
947139.0,3877845.0,65.0,Rainy,Medium,2025-11-05,0.0,17.0,High,Approved,Poor,11.0,4.0,Low,Low,Favorable,2.0
513697.0,3096026.0,160.0,Cloudy,Low,2023-11-24,0.0,9.0,Low,Rejected,Moderate,11.0,5.0,High,Low,Favorable,0.0
115709.0,2844303.0,99.0,Sunny,High,2025-06-17,0.0,13.0,Medium,,Moderate,9.0,12.0,Low,Low,Unfavorable,0.0
313175.0,,495.0,Rainy,Low,2023-12-13,0.0,4.0,High,Approved,,9.0,,High,Low,Unfavorable,
990041.0,4147467.0,,Snowy,Low,2024-11-27,0.0,6.0,Medium,Approved,Good,6.0,13.0,,Medium,,4.0
205260.0,2059482.0,337.0,Snowy,Low,2023-01-02,0.0,12.0,,Approved,Good,9.0,3.0,Medium,Medium,,0.0
580284.0,1063002.0,301.0,Cloudy,High,2023-11-27,0.0,14.0,Low,Approved,,7.0,8.0,Medium,High,Favorable,2.0
595508.0,802143.0,477.0,,Medium,2023-02-05,0.0,2.0,Low,Pending,Poor,8.0,,Medium,Low,Neutral,4.0
,4994174.0,366.0,Sunny,Medium,2024-03-17,1.0,9.0,Low,Pending,Good,9.0,11.0,,High,Favorable,2.0
432735.0,2413588.0,,Rainy,High,2023-09-29,1.0,3.0,Low,Approved,Poor,7.0,14.0,High,High,Neutral,3.0
812238.0,639277.0,,,Medium,2024-02-20,1.0,17.0,Medium,Approved,Moderate,8.0,,Low,Medium,,0.0
960733.0,4231704.0,380.0,Cloudy,Low,2024-11-25,1.0,6.0,Low,Approved,Moderate,9.0,16.0,Medium,,Unfavorable,
883861.0,4566688.0,289.0,Sunny,High,2023-04-03,0.0,18.0,Medium,Rejected,Good,,16.0,Low,High,Unfavorable,3.0
,3907753.0,312.0,Snowy,High,,0.0,16.0,Low,Pending,Poor,11.0,15.0,Medium,Low,Neutral,4.0
821008.0,,334.0,Cloudy,Medium,2023-03-01,0.0,3.0,Low,Rejected,Poor,7.0,11.0,Medium,Low,Neutral,
148272.0,753416.0,196.0,,Medium,2024-03-25,0.0,11.0,High,Approved,Moderate,8.0,16.0,Low,Low,Neutral,4.0
413706.0,2833412.0,98.0,Snowy,High,2024-09-24,1.0,5.0,Low,Rejected,Good,11.0,,High,Low,Unfavorable,1.0
177880.0,3700263.0,138.0,Rainy,High,2024-04-17,0.0,7.0,Low,Approved,Good,6.0,14.0,Low,Medium,Favorable,4.0
782657.0,4135925.0,138.0,Cloudy,Low,2024-05-09,0.0,4.0,Medium,Approved,Moderate,8.0,11.0,Low,Low,Neutral,1.0
,2874564.0,312.0,Rainy,,2025-02-19,1.0,15.0,Medium,Rejected,Poor,6.0,19.0,Low,,Favorable,
993081.0,4041390.0,239.0,Sunny,Low,2024-03-18,,10.0,Low,Rejected,Moderate,,5.0,Medium,High,Neutral,4.0
706879.0,1477381.0,327.0,Snowy,High,2023-02-21,0.0,14.0,Medium,Pending,Moderate,11.0,18.0,Low,,Favorable,4.0
753018.0,2427878.0,,Cloudy,Medium,2024-11-14,0.0,,Low,Rejected,Poor,8.0,,,Medium,Unfavorable,2.0
498911.0,1814981.0,235.0,Cloudy,Low,2025-10-16,0.0,15.0,Medium,Approved,Poor,7.0,,High,Low,Neutral,2.0
639953.0,4793275.0,427.0,Cloudy,,2024-08-21,0.0,18.0,Medium,Rejected,Poor,6.0,2.0,Medium,Low,Favorable,3.0
,651306.0,264.0,Snowy,Medium,2024-11-24,0.0,7.0,Low,Pending,Moderate,6.0,19.0,Low,High,Neutral,4.0
833509.0,3533440.0,336.0,Snowy,Medium,2025-05-24,0.0,2.0,Medium,,Poor,8.0,16.0,Medium,High,Neutral,1.0
152166.0,2578993.0,310.0,Cloudy,High,2024-05-24,0.0,,Low,Pending,,11.0,17.0,High,,Neutral,2.0
659501.0,2922534.0,322.0,Sunny,Medium,2025-07-18,0.0,14.0,Medium,Pending,Poor,11.0,10.0,Medium,Low,Favorable,2.0
213449.0,2204163.0,202.0,Rainy,,,0.0,14.0,Medium,Rejected,Poor,6.0,18.0,Low,Low,,0.0
398506.0,,74.0,Cloudy,Low,2025-06-25,0.0,3.0,Medium,Rejected,Moderate,6.0,5.0,High,Low,Unfavorable,1.0
171364.0,4172602.0,362.0,Rainy,Medium,2025-12-04,1.0,16.0,High,Approved,Moderate,10.0,6.0,,Low,Unfavorable,2.0
907389.0,,453.0,,High,2025-05-31,1.0,4.0,High,Approved,Moderate,7.0,,Medium,Low,Unfavorable,4.0
215203.0,876535.0,383.0,Rainy,High,2024-01-12,0.0,,Medium,Pending,Poor,10.0,6.0,Low,Medium,,3.0
101556.0,3028025.0,166.0,Sunny,High,2025-03-22,0.0,7.0,High,Rejected,Good,11.0,3.0,Low,Medium,Unfavorable,0.0
980909.0,4700808.0,380.0,Snowy,Medium,2025-11-04,1.0,7.0,Low,Pending,Moderate,8.0,15.0,Medium,Medium,Neutral,1.0
611596.0,4070046.0,370.0,Sunny,Medium,2024-03-05,,5.0,Low,,Good,11.0,,Medium,High,Neutral,0.0
412541.0,4832394.0,262.0,Sunny,Low,2023-09-18,0.0,19.0,Medium,,Good,7.0,6.0,Low,,Neutral,2.0
129894.0,4857718.0,282.0,Cloudy,Medium,2025-08-10,0.0,17.0,High,Pending,Poor,10.0,19.0,High,Low,Favorable,4.0
555209.0,4279044.0,97.0,Rainy,Low,2024-10-19,1.0,10.0,High,,Moderate,,10.0,Medium,Low,Neutral,2.0
115662.0,4937538.0,206.0,,High,2025-07-12,1.0,2.0,Low,Approved,,10.0,7.0,Low,High,Favorable,0.0
735848.0,4809339.0,318.0,Cloudy,High,2024-01-08,0.0,16.0,Low,Pending,Moderate,10.0,6.0,High,Medium,Favorable,4.0
,4230614.0,387.0,Rainy,Medium,,1.0,,Low,Rejected,Poor,7.0,11.0,Low,Low,Favorable,
,1984293.0,262.0,Rainy,Medium,2024-07-24,0.0,18.0,High,,Moderate,9.0,5.0,Medium,Low,,4.0
354967.0,3501743.0,125.0,Cloudy,Medium,2024-04-07,1.0,3.0,High,Pending,Good,11.0,6.0,Low,High,Neutral,2.0
413313.0,3414546.0,314.0,,High,,0.0,1.0,Low,Pending,Good,8.0,19.0,Low,Low,Unfavorable,0.0
123198.0,2154183.0,,Cloudy,High,2023-10-20,1.0,4.0,High,Approved,Good,7.0,2.0,High,Medium,Unfavorable,
501071.0,,391.0,Rainy,High,2024-07-27,0.0,19.0,High,Rejected,Moderate,10.0,10.0,Medium,High,Neutral,1.0
599845.0,1493346.0,301.0,Cloudy,Low,2025-07-31,1.0,16.0,High,Rejected,Good,10.0,8.0,Medium,Medium,Unfavorable,
499722.0,3588472.0,448.0,Rainy,Low,2025-11-07,1.0,7.0,Medium,Approved,Moderate,9.0,1.0,High,Medium,,3.0
468904.0,4589529.0,335.0,Sunny,Low,2024-03-02,0.0,1.0,,Approved,Poor,8.0,19.0,High,,Favorable,0.0
596598.0,1866599.0,279.0,Rainy,Medium,,0.0,19.0,High,,Good,9.0,13.0,Low,,Favorable,4.0
946816.0,,326.0,Snowy,Medium,2025-11-07,1.0,,Low,Pending,Poor,11.0,8.0,Low,High,Favorable,0.0
526628.0,4382852.0,143.0,Snowy,Low,2023-03-03,0.0,9.0,High,Rejected,Poor,7.0,,Medium,Low,Favorable,3.0
343987.0,4623325.0,152.0,Sunny,Low,2023-03-21,1.0,9.0,Medium,Rejected,,11.0,3.0,,High,Neutral,4.0
418081.0,3555873.0,115.0,,High,2024-02-14,0.0,2.0,High,Approved,Moderate,6.0,8.0,High,Medium,,2.0
,,450.0,Cloudy,High,2023-03-04,0.0,17.0,Low,Rejected,Good,7.0,13.0,,High,Favorable,4.0
507804.0,2867267.0,472.0,Cloudy,,2025-11-29,0.0,19.0,Medium,,Good,7.0,3.0,High,High,Neutral,4.0
,3966716.0,,Cloudy,Medium,2023-05-09,0.0,1.0,High,Approved,Poor,6.0,9.0,,Medium,Unfavorable,3.0
723307.0,4930561.0,386.0,Snowy,Low,2024-12-12,0.0,11.0,Low,Rejected,Poor,8.0,15.0,Medium,High,Unfavorable,
772357.0,,434.0,Snowy,Low,2023-05-07,0.0,15.0,Low,Approved,Moderate,9.0,18.0,High,High,,4.0
992406.0,3856957.0,401.0,,Medium,2025-09-21,1.0,6.0,Low,,Good,6.0,12.0,High,High,Unfavorable,
207550.0,,394.0,Sunny,Low,,0.0,7.0,Low,Approved,Good,8.0,5.0,High,High,Neutral,1.0
283212.0,2105601.0,389.0,Sunny,High,2024-10-26,0.0,8.0,Low,Approved,Good,9.0,2.0,,High,,2.0
606508.0,3171033.0,273.0,Cloudy,,2023-05-05,1.0,1.0,Medium,Approved,Good,6.0,12.0,Low,High,Favorable,0.0
676886.0,4262568.0,373.0,Cloudy,Medium,2025-11-27,0.0,,High,Rejected,Moderate,9.0,13.0,High,High,,1.0
483140.0,3711588.0,,Rainy,Low,2024-01-07,0.0,18.0,Medium,,Good,11.0,13.0,Low,Low,Neutral,4.0
656944.0,4139978.0,437.0,Snowy,High,2023-10-09,1.0,2.0,Low,,Poor,7.0,8.0,High,Medium,Unfavorable,1.0
591278.0,4768025.0,50.0,,High,2024-12-14,0.0,13.0,High,Approved,,8.0,19.0,High,Low,Favorable,2.0
218638.0,,258.0,Cloudy,Low,2024-11-12,,9.0,Low,Pending,Moderate,11.0,11.0,High,Low,Unfavorable,1.0
275528.0,4529368.0,257.0,Sunny,Low,2023-12-07,1.0,2.0,High,Approved,Good,11.0,14.0,Medium,High,Unfavorable,4.0
515051.0,,453.0,,High,2023-03-24,0.0,6.0,Medium,Pending,Good,7.0,10.0,Medium,High,Unfavorable,2.0
960978.0,906636.0,,Cloudy,Low,2024-03-28,0.0,,High,Rejected,Good,,,Low,High,,1.0
,2434361.0,465.0,Snowy,,2025-11-26,0.0,1.0,,Rejected,Good,10.0,9.0,Low,,Neutral,1.0
990804.0,2889324.0,,Rainy,Low,2025-07-23,0.0,7.0,High,Approved,Poor,8.0,,High,Medium,Favorable,1.0
702561.0,,235.0,Rainy,Low,,0.0,7.0,Medium,Pending,Good,6.0,5.0,Medium,High,Neutral,2.0
336838.0,1264883.0,391.0,Rainy,High,2023-04-07,1.0,8.0,Low,Rejected,Moderate,8.0,15.0,Medium,High,,2.0
132503.0,733056.0,53.0,Sunny,Medium,2023-07-18,0.0,18.0,High,,Moderate,,12.0,Low,High,Favorable,2.0
895633.0,4609561.0,496.0,,Medium,,0.0,15.0,High,Pending,Poor,9.0,17.0,High,Medium,Neutral,1.0
763366.0,1291729.0,238.0,Rainy,Medium,2025-05-01,1.0,19.0,Medium,Rejected,Good,10.0,16.0,Low,Medium,Neutral,1.0
522684.0,996891.0,166.0,Rainy,,2023-03-24,1.0,4.0,High,Approved,Moderate,11.0,19.0,Medium,Medium,Neutral,1.0
289440.0,4001367.0,194.0,Sunny,High,2025-09-26,0.0,19.0,High,Approved,,7.0,8.0,Low,Medium,Unfavorable,2.0
564381.0,667234.0,,Cloudy,High,2023-06-11,0.0,16.0,,Pending,Moderate,,6.0,Low,Low,Unfavorable,0.0
544894.0,1102713.0,349.0,Snowy,Low,2024-06-05,0.0,16.0,Medium,Approved,Moderate,8.0,1.0,Medium,Low,Favorable,2.0
444394.0,,148.0,Rainy,Low,2023-05-05,0.0,1.0,Low,Approved,Good,8.0,19.0,,Low,Neutral,2.0
560083.0,1062157.0,184.0,Cloudy,,2024-03-24,0.0,18.0,Medium,,Poor,9.0,2.0,Low,Low,Unfavorable,2.0
794994.0,2208475.0,357.0,Sunny,Low,2025-03-11,,12.0,Low,Approved,Moderate,6.0,7.0,High,Low,Neutral,2.0
309778.0,2563740.0,299.0,Cloudy,Low,2024-04-07,0.0,3.0,Medium,Approved,Moderate,7.0,16.0,Low,Medium,Unfavorable,2.0
471913.0,,,Rainy,Medium,2025-12-19,1.0,7.0,Medium,,Moderate,,2.0,Medium,Low,Unfavorable,1.0
384967.0,3182135.0,,Cloudy,Low,,0.0,16.0,High,Pending,Moderate,11.0,2.0,High,High,Favorable,1.0
327985.0,3264134.0,89.0,Snowy,,2025-05-28,0.0,,Medium,Pending,Poor,,6.0,Medium,Low,Neutral,3.0
791784.0,2717080.0,244.0,Snowy,High,2024-05-10,0.0,,Medium,Approved,Poor,11.0,,,High,Neutral,4.0
,1329061.0,281.0,Sunny,High,2024-11-25,1.0,8.0,,,Poor,11.0,8.0,Low,,,3.0
907656.0,1137912.0,342.0,Cloudy,Medium,2023-10-21,0.0,,Low,Pending,Poor,,10.0,High,Medium,Neutral,2.0
938743.0,601032.0,200.0,,Medium,2024-08-31,1.0,2.0,Medium,Approved,Moderate,6.0,12.0,Low,Low,Unfavorable,3.0
819814.0,2950920.0,180.0,,Medium,2025-03-31,0.0,19.0,High,Pending,Moderate,9.0,1.0,,Medium,Unfavorable,0.0
,2332451.0,301.0,Cloudy,Low,2024-08-02,0.0,,High,Pending,Good,7.0,4.0,High,Medium,Unfavorable,0.0
583792.0,2649340.0,63.0,Cloudy,Medium,2025-07-25,1.0,,Medium,Approved,,7.0,,High,,Favorable,
898666.0,2738272.0,323.0,Rainy,,2023-09-23,,1.0,Medium,Pending,Good,11.0,2.0,Low,Medium,Favorable,
853936.0,,138.0,Sunny,Low,2025-07-10,0.0,2.0,Low,Rejected,Moderate,7.0,12.0,High,High,Unfavorable,1.0
942452.0,4653840.0,281.0,,Low,2023-04-16,0.0,17.0,Low,Pending,Good,7.0,14.0,High,Medium,Neutral,0.0
150462.0,4200654.0,97.0,Rainy,,2023-11-16,1.0,18.0,,Pending,Poor,7.0,17.0,Low,Low,Neutral,2.0
658546.0,2675010.0,,Snowy,High,2024-10-30,1.0,3.0,Medium,,Good,,12.0,High,Low,Unfavorable,3.0
970225.0,4431643.0,158.0,Rainy,Low,2023-04-18,1.0,1.0,Low,Rejected,Moderate,9.0,18.0,High,High,Favorable,0.0
332841.0,4981034.0,445.0,Sunny,Medium,2024-03-23,0.0,12.0,,Pending,Good,8.0,1.0,,Low,Neutral,1.0
846697.0,3293101.0,266.0,,,2023-12-21,0.0,4.0,Medium,Approved,Good,11.0,15.0,High,Low,Favorable,0.0
459457.0,3138986.0,158.0,Rainy,High,2025-04-12,1.0,18.0,Low,Pending,Good,11.0,19.0,High,High,Neutral,3.0
